Title,Restaurant,Menu,Category,Description,Price,Status,Action,# Sides,Side:Cost(Choose #),Size(Choose 1),Options:Cost(Choose 1),Additional options(Choose 1),Additional options(Choose 1),Add-ons:Cost (Choose Any),Temp (Choose 1)
Full Sandwich Pairings,Newks Eatery,All Day,Pairings,"Choose from a selection of full sandwiches and choice of a cup of soup, side mac and cheese, half Simply salad, half Caesar salad, half Greek salad or Fresh Fruit Bowl. Soup offerings change daily.",11.39,Active,"Activate, Deactivate, Feature, Edit",0,,,"Farmer's Market Sandwich, Turkey Breast Sandwich, Newk's Club, Smoked Ham, Pimiento Cheese, French Dip:1.00, Chicken Salad Sandwich:0.50, Pesto Chicken:0.50, Choice Roast Beef:0.50, Italian:0.50, Grilled Chicken:0.50, Turkey and Avocado:0.50, The Royal:0.50, Newk's ""Q"":0.50, Shrimp Po'Boy:0.50, Grilled Steak:0.50","Half Greek Salad, Bowl Fresh Fruit, Half Caesar Salad, Half Simply Salad, Cup Broccoli&Cheese (Mon & Fri), Cup Lobster & Crab Bisque (Tues, Wed, & Sun), Cup Loaded Potato (Tues, Thurs, & Sat), Cup Tomato Basil (Tues, Thurs, & Sat), Cup of Chicken Tortilla (Wed & Sun), Cup Wild Mushroom (Wed, Fri, & Sun), Cup Thai Chicken (Tues, Thurs, & Sat), Cup Fire Roasted Tomato (Mon & Fri), Cup Beef Chili (Wed & Sat), Cup Chicken & Sausage Gumbo (Mon, Fri, & Sun), Cup Steak, Roasted Vegetable & Farro (Mon & Thurs), Side Mac & Cheese, Side Pimiento Mac & Cheese:1.00",,"Add Basil Mayo, Add Camelized Onions:0.50, Add Gouda:0.59, Add Mushrooms:1.09, Add Spinach, Add Squash:1.09, Add Tomato, Add Zucchini:1.09, Add Pickle, Add Pesto, Add Creole Mustard, Add Bacon:1.50, Add Italian Dressing, Add Red Bellpepper, Add Goat Cheese:0.59, Add Romaine Lettuce, Add Yellow Onion, Add Honey Mustard, Add Yellow Bellpepper, Add Cheddar Cheese:0.59, Add Swiss Cheese:0.59, Add Olive Oil, Add Yellow Mustard, Add Horseradish Spread, Add Provolone Cheese:1.00, Add Hot Cherry Peppers, Add Red Onion, Add Sliced Capicola:2.59, Add Broiled Shrimp:6.59, Add Regular BBQ Sauce, Add White BBQ Sauce, Add Sliced Mortadella:2.59, Add Pepperoni:2.59, Add Salami:2.59, Add Chicken Salad:3.59, Add Grilled Chicken:3.59, Add Turkey:2.59, Add Grilled Steak:3.59, Add Roast Beef:2.59, Add Avocado:1.09, Add Mayo",
Half Sandwich Pairings,Newks Eatery,All Day,Pairings,"Choose from a selection of half sandwiches and choice of a cup of soup, side mac and cheese, half Simply, half Caesar salad, half Greek salad or Fresh Fruit Bowl. Soup offerings change daily.",8.69,Active,"Activate, Deactivate, Feature, Edit",0,,,"Half Farmer's Market Sandwich, Half Turkey Breast Sandwich, Half Newk's Club, Half Smoked Ham, Half Pimiento Cheese,  Half French Dip:0.50, Half Chicken Salad Sandwich:0.10, Half Pesto Chicken:0.10, Half Choice Roast Beef:0.10, Half Italian:0.10, Half Grilled Chicken:0.10, Half Turkey and Avocado:0.10, Half The Royal:0.10, Half Newk's ""Q"":0.10, Half Shrimp Po'Boy:0.10, Half Grilled Steak:0.10","Half Greek Salad, Bowl Fresh Fruit, Half Caesar Salad, Half Simply Salad, Cup Broccoli&Cheese (Mon & Fri), Cup Lobster & Crab Bisque (Tues, Wed, & Sun), Cup Loaded Potato (Tues, Thurs, & Sat), Cup Tomato Basil (Tues, Thurs, & Sat), Cup of Chicken Tortilla (Wed & Sun), Cup Wild Mushroom (Wed, Fri, & Sun), Cup Thai Chicken (Tues, Thurs, & Sat), Cup Fire Roasted Tomato (Mon & Fri), Cup Beef Chili (Wed & Sat), Cup Chicken & Sausage Gumbo (Mon, Fri, & Sun), Cup Steak, Roasted Vegetable & Farro (Mon & Thurs), Side Mac & Cheese, Side Pimiento Mac & Cheese:1.00",,"Add Basil Mayo, Add Camelized Onions:0.50, Add Gouda:0.59, Add Mushrooms:1.09, Add Spinach, Add Squash:1.09, Add Tomato, Add Zucchini:1.09, Add Pickle, Add Pesto, Add Creole Mustard, Add Bacon:1.50, Add Italian Dressing, Add Red Bellpepper, Add Goat Cheese:0.59, Add Romaine Lettuce, Add Yellow Onion, Add Honey Mustard, Add Yellow Bellpepper, Add Cheddar Cheese:0.59, Add Swiss Cheese:0.59, Add Olive Oil, Add Yellow Mustard, Add Horseradish Spread, Add Provolone Cheese:1.00, Add Hot Cherry Peppers, Add Red Onion, Add Sliced Capicola:2.59, Add Broiled Shrimp:6.59, Add Regular BBQ Sauce, Add White BBQ Sauce, Add Sliced Mortadella:2.59, Add Pepperoni:2.59, Add Salami:2.59, Add Chicken Salad:3.59, Add Grilled Chicken:3.59, Add Turkey:2.59, Add Grilled Steak:3.59, Add Roast Beef:2.59, Add Avocado:1.09, Add Mayo",
Pizza Pairings,Newks Eatery,All Day,Pairings,"Choose your favorite from our selection of hand-crafted pizzas, brushed with house-made garlic or chili oil, loaded with premium meats and cheeses. Add a cup of soup, half Simply salad, half Caesar salad, half Greek salad or Fresh Fruit Bowl. Soup selections change daily.",11.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"Spicy Sicilian Pizza, Newk's Q Pizza, Spicy Chicken Pizza, BBQ Chicken Pizza, Veggie Pizza, 5 Cheese Pizza, Mediterranean Pizza, Pepperoni Pizza, The Debra Pizza, Spicy Shrimp Pizza, Pepperoni & Sausage Pizza, Margherita Pizza:1.70, Grilled Steak & Portabella Pizza:0.50","Half Greek Salad, Bowl Fresh Fruit, Half Caesar Salad, Half Simply Salad, Cup Broccoli&Cheese (Mon & Fri), Cup Lobster & Crab Bisque (Tues, Wed, & Sun), Cup Loaded Potato (Tues, Thurs, & Sat), Cup Tomato Basil (Tues, Thurs, & Sat), Cup of Chicken Tortilla (Wed & Sun), Cup Wild Mushroom (Wed, Fri, & Sun), Cup Thai Chicken (Tues, Thurs, & Sat), Cup Fire Roasted Tomato (Mon & Fri), Cup Beef Chili (Wed & Sat), Cup Chicken & Sausage Gumbo (Mon, Fri, & Sun), Cup Steak, Roasted Vegetable & Farro (Mon & Thurs), Side Mac & Cheese, Side Pimiento Mac & Cheese:1.00",,"Add Mozzarella Cheese:1.00, Add Crushed Chili Pepper, Add Pizza Sauce, Add Capicola:2.59, Add Pepperoni:1.00, Add Parmesan Cheese, Add Provolone Cheese:0.59, Add Green Onions, Add Chili Oil, Add Basil, Add Diced Tomatoes:0.55,Add Artichokes:0.59, Add Red Bell Pepper:0.59, Add Pesto:0.75, Add BBQ Sauce:0.59, Add Gouda Cheese:0.59, Add Yellow Bellpepper:0.59, Add Goat Cheese:0.55, Add Sun Dried Tomatos:0.55, Add Cilantro, Add Red Onion, Add Ham Diced:1.00, Add Grilled Chicken:3.59, Add Feta Cheese:0.55, Add Broiled Shrimp:6.00, Add Pepperoncini:1.00, Add Mushrooms:2.09, Add Olives:0.55, Add Olive Oil, Add Cheddar Cheese:0.55, Add Crumbled Sausage:1.00, Add Bacon Bits:1.50, Add Jalapeños, Add White BBQ Sauce:0.65",
BBQ Chicken Pizza,Newks Eatery,All Day,Pizzas,"Grilled chicken breast, red onion, Roma tomatoes and mozzarella over sweet and tangy red BBQ sauce. Garnished with fresh cilantro",9.19,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Mozzarella Cheese:1.00, Extra Diced Tomatoes:0.55, Extra Grilled Chicken:3.59, Extra BBQ Sauce:0.59, Extra Cilantro, Extra Red Onion, Add Yellow Bellpepper:0.59, Add Red Bellpepper:0.59, Add Crushed Chili Pepper, Add Chili Oil, Add Parmesan Cheese, Add Pesto:0.75, Add Mushrooms:2.09, Add Goat Cheese:0.55, Add Artichokes:0.59, Add Basil, Add Crumbled Sausage:1.00, Add Pepperoni:1.00, Add Provolone Cheese:0.59, Add Ham Diced:1.00, Add Broiled Shrimp:6.00, Add Gouda Cheese:0.55, Add Sun Dried Tomatos:0.55, Add Feta Cheese:0.55, Add Capicola:2.59, Add Olives:0.55, Add Olive Oil, Add Pizza SauceAdd Cheddar, Cheese:0.55, Add Bacon Bits:1.50), Add Jalapeños, Add White BBQ Sauce:0.65",
Five Cheese Pizza,Newks Eatery,All Day,Pizzas,"Vegitarian - Mozzarella, provolone, Parmesan, smoked gouda, goat cheese and sun-dried tomatoes, over basil pesto sauce. Garnished with fresh basil.",8.89,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Mozzarella Cheese:1.00, Extra Provolone Cheese:0.59, Extra Goat Cheese:0.55, Extra Parmesan Cheese, Extra Gouda Cheese:0.59, Extra Sun Dried Tomatos:0.55, Extra Pesto:0.75, Extra Basil, Add Roma Tomatos:0.55, Add Grilled Chicken:3.59, Add Red Onion, Add Feta Cheese:0.55, Add Artichokes:0.59, Add Olives:0.55, Add Pepperoni:1.00, Add BBQ Sauce:0.59, Add Cilantro, Add Yellow Bellpepper:0.59, Add Red Bellpepper:0.59, Add Crushed Chili Pepper, Add Chili Oil, Add Mushrooms:2.09, Add Crumbled Sausage:1.00, Add Ham Diced:1.00, Add Broiled Shrimp:6.00, Add Capicola:2.59, Add Olive Oil, Add Pizza Sauce, Add Cheddar Cheese:0.55, Add Bacon Bits:1.50, Add Jalapeños, Add White BBQ Sauce:0.65",
Margherita Pizza,Newks Eatery,All Day,Pizzas,Vegitarian - Roma tomatoes and mozzarella over tomato sauce. Garnished with fresh basil.,7.59,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Basil, Extra Mozzarella Cheese:1.00, Extra Diced Tomatoes:0.55, Add Artichokes:0.59, Add Parmesan Cheese, Add Red Bell Pepper:0.59, Add Pesto:0.75, Add BBQ Sauce:0.59, Add Gouda Cheese:0.59, Add Yellow Bellpepper:0.59, Add Goat Cheese:0.55, Add Chili Oil, Add Provolone Cheese:0.59, Add Sun Dried Tomatos:0.55, Add Cilantro, Add Red Onion, Add Ham Diced:1.00, Add Grilled Chicken:3.59, Add Feta Cheese:0.55, Add Broiled Shrimp:6.00, Add Capicola:2.59, Add Pepperoni:1.00, Add Mushrooms:2.09, Add Crushed Chili Pepper, Add Olives:0.55, Add Olive Oil, Add Pizza Sauce, Add Cheddar Cheese:0.55, Add Crumbled Sausage:1.00, Add Bacon Bits:1.50, Add Jalapeños, Add White BBQ Sauce:0.65",
Mediterranean Pizza,Newks Eatery,All Day,Pizzas,"Grilled chicken breast, Roma tomatoes, kalamata olives, artichoke hearts, pepperoncinis, red onion, feta cheese and mozzarella.",9.39,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Mozzarella Cheese:1.00, Extra Diced Tomatoes:0.55, Extra Grilled Chicken:3.59, Extra Red Onion, Extra Feta Cheese:0.55, Extra Artichokes:0.59, Extra Olives:0.55, Add Pepperoni:1.00, Add Provolone Cheese:0.59, Add Basil, Add BBQ Sauce:0.59, Add Cilantro, Add Yellow Bellpepper:0.59, Add Red Bellpepper:0.59, Add Crushed Chili Pepper, Add Chili Oil, Add Parmesan Cheese, Add Pesto:0.75, Add Mushrooms:2.09, Add Goat Cheese:0.55, Add Crumbled Sausage:1.00, Add Ham Diced:1.00, Add Broiled Shrimp:6.00, Add Gouda Cheese:0.55, Add Sun Dried Tomatos:0.55, Add Capicola:2.59, Add Olive Oil, Add Pizza Sauce, Add Cheddar Cheese:0.55, Add Bacon Bits:1.50, Add Jalapeños, Add White BBQ Sauce:0.65",
Newk's Q Pizza,Newks Eatery,All Day,Pizzas,"Sliced, flame-grilled chicken breast, our signature white BBQ sauce, crumbled bacon, ripe Roma tomatoes, house-shredded mozzarella and provolone cheeses over our crust brushed with chili oil. Garnished with jalapeños",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Chili Oil, Extra Grilled Chicken:3.59, Extra Mozzarella Cheese:1.00, Extra Provolone Cheese:0.59, Extra Diced Tomatoes:0.55, Extra Bacon Bits:1.50, Add Artichokes:0.59, Add Basil, Add Parmesan Cheese, Add Redbellpepper:0.59, Add Pesto:0.75, Add BBQ Sauce:0.59, Add Gouda Cheese:0.59, Add Yellow Bellpepper:0.59, Add Goat Cheese:0.55, Add Sun Dried Tomatos:0.55, Add Cilantro, Add Red Onion, Add Ham Diced:1.00, Add Feta Cheese:0.55, Add Broiled Shrimp:6.00, Add Capicola:2.59, Add Pepperoni:1.00, Add Mushrooms:2.09, Add Crushed Chili Pepper, Add Olives:0.55, Add Olive Oil, Add Pizza Sauce, Add Cheddar Cheese:0.55, Add Crumbled Sausage:1.00",
Pepperoni Pizza,Newks Eatery,All Day,Pizzas,"Campioni pepperoni, Roma tomatoes, tomato sauce, mozzarella and provolone. Garnished with fresh basil.",8.79,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Mozzarella Cheese:1.00, Extra Diced Tomatoes:0.55, Extra Pepperoni:1.00, Extra Provolone Cheese:0.59, Extra Basil, Add Grilled Chicken:3.59, Add BBQ Sauce:0.59, Add Cilantro, Add Red Onion, Add Yellow Bellpepper:0.59, Add Red Bellpepper:0.59, Add Crushed Chili Pepper, Add Chili Oil, Add Parmesan Cheese, Add Pesto:0.75, Add Mushrooms:2.09, Add Goat Cheese:0.55, Add Artichokes:0.59, Add Crumbled Sausage:1.00, Add Ham Diced:1.00, Add Broiled Shrimp:6.00, Add Gouda Cheese:0.59, Add Sun Dried Tomatos:0.55, Add Feta Cheese:0.55, Add Capicola:2.59, Add Olives:0.55, Add Olive Oil, Add Pizza Sauce, Add Cheddar Cheese:0.55, Add Bacon Bits:1.50, Add Jalapeños, Add White BBQ Sauce:0.65",
Sausage & Pepperoni Pizza,Newks Eatery,All Day,Pizzas,"Campioni pepperoni, Italian pork sausage, Roma tomatoes, mozzarella and provolone over tomato sauce. Garnished with fresh basil.",9.59,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Mozzarella Cheese:1.00, Extra Diced Tomatoes:0.55, Extra Crumbled Sausage:1.00, Extra Pepperoni:1.00, Extra Basil, Extra Provolone Cheese:0.59, Add Yellow Bellpepper:0.59, Add Red Bellpepper:0.59, Add Mushrooms:2.09, Add Ham Diced:1.00, Add Artichokes:0.59, Add Chili Oil, Add Cilantro, Add Broiled Shrimp:6.00, Add Grilled Chicken:3.59, Add Parmesan Cheese, Add Pesto:0.75, Add BBQ Sauce:0.59, Add Gouda Cheese:0.59, Add Goat Cheese:0.55, Add Sun Dried Tomatos:0.55, Add Red Onion, Add Feta Cheese:0.55, Add Capicola:2.59, Add Crushed Chili Pepper, Add Olives:0.55, Add Olive Oil, Add Pizza Sauce, Add Cheddar Cheese:0.55, Add Bacon Bits:1.50, Add Jalapeños, Add White BBQ Sauce:0.65",
Spicy Chicken Pizza,Newks Eatery,All Day,Pizzas,"Grilled chicken breast, red and yellow bell peppers, Roma tomatoes, mozzarella, Parmesan and crushed red pepper flakes over our crust brushed with chili oil. Garnished with fresh cilantro.",9.19,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Mozzarella Cheese:1.00, Extra Diced Tomatoes:0.55, Extra Yellow Bellpepper:0.59, Extra Cilantro, Extra Red Bellpepper:0.59, Extra Crushed Chili Pepper, Extra Chili Oil, Extra Grilled Chicken:3.59, Extra Parmesan Cheese, Add Pesto:0.75, Add Red Onion, Add Mushrooms:2.09, Add Goat Cheese:0.55, Add Artichokes:0.59, Add Basil, Add Crumbled Sausage:1.00, Add Pepperoni:1.00, Add Provolone Cheese:0.59, Add Ham Diced:1.00, Add Broiled Shrimp:6.00, Add BBQ Sauce:0.59, Add Gouda Cheese:0.59, Add Sun Dried Tomatos:0.55, Add Feta Cheese:0.55, Add Capicola:2.59, Add Olives:0.55, Add Olive Oil, Add Pizza Sauce, Add Cheddar Cheese:0.55, Add Bacon Bits:1.50, Add Jalapeños, Add White BBQ Sauce:0.65",
Spicy Shrimp Pizza,Newks Eatery,All Day,Pizzas,"Broiled shrimp, red and yellow bell peppers, Roma tomatoes, mozzarella, Parmesan and crushed red pepper flakes over our crust brushed with chili oil. Garnished with fresh cilantro.",9.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Mozzarella Cheese:1.00, Extra Chili Oil, Extra Diced Tomatoes:0.55, Extra Yellow Bellpepper:0.59, Extra Red bellpepper:0.59, Extra Cilantro, Extra Broiled Shrimp:6.00, Extra Parmesan Cheese, Add Grilled Chicken:3.59, Add Provolone Cheese:0.59, Add Basil, Add Artichokes:0.59, Add Pesto:0.75, Add BBQ Sauce:0.59, Add Gouda Cheese:0.59, Add Goat Cheese:0.55, Add Sun Dried Tomatos:0.55, Add Red Onion, Add Ham Diced:1.00, Add Feta Cheese:0.55, Add Capicola:2.59, Add Pepperoni:1.00, Add Mushrooms:2.09, Add Crushed Chili Pepper, Add Olives:0.55, Add Olive Oil, Add Pizza Sauce, Add Cheddar Cheese:0.55, Add Crumbled Sausage:1.00, Add Bacon Bits:1.50, Add Jalapeños, Add White BBQ Sauce:0.65",
Spicy Sicilian Pizza,Newks Eatery,All Day,Pizzas,"Pizza sauce, mozzarella cheese, Capicola, salami, pepperoni, provolone cheese, parmesan cheese, crushed red pepper garnished with capers and green onion",9.49,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Mozzarella Cheese:1.00, Extra Crushed Chili Pepper, Extra Pizza Sauce, Extra Capicola:2.59, Extra Pepperoni:1.00, Extra Parmesan Cheese, Extra Provolone Cheese:0.59, Extra Green Onions, Extra Chili Oil, Add Basil, Add Diced Tomatoes:0.55, Add Artichokes:0.59, Add Red Bell Pepper:0.59, Add Pesto:0.75, Add BBQ Sauce:0.59, Add Gouda Cheese:0.59, Add Yellow Bellpepper:0.59, Add Goat Cheese:0.55, Add Sun Dried Tomatos:0.55, Add Cilantro, Add Red Onion, Add Ham Diced:1.00, Add Grilled Chicken:3.59, Add Feta Cheese:0.55, Add Broiled Shrimp:6.00, Add Pepperoncini:1.00, Add Mushrooms:2.09, Add Olives:0.55, Add Olive Oil, Add Cheddar Cheese:0.55, Add Crumbled Sausage:1.00, Add Bacon Bits:1.50, Add Jalapeños, Add White BBQ Sauce:0.65",
The Debra Pizza,Newks Eatery,All Day,Pizzas,"Sliced, flame-grilled chicken breast, ripe Roma tomatoes, house-shredded mozzarella and Parmesan cheese over basil pesto sauce.",9.29,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Mozzarella Cheese:1.00, Extra Diced Tomatoes:0.55, Extra Pesto:0.75, Extra Grilled Chicken:3.59, Extra Parmesan Cheese, Add Crumbled Sausage:1.00, Add Pepperoni:1.00, Add Basil, Add Provolone Cheese:0.59, Add Yellow Bellpepper:0.59, Add Red Bellpepper:0.59, Add Mushrooms:2.09, Add Ham Diced:1.00, Add Artichokes:0.59, Add Chili Oil, Add Cilantro, Add Broiled Shrimp:6.00, Add BBQ Sauce:0.59, Add Gouda Cheese:0.59, Add Goat Cheese:0.55, Add Sun Dried Tomatos:0.55, Add Red Onion, Add Feta Cheese:0.55, Add Capicola:2.59, Add Crushed Chili Pepper, Add Olives:0.55, Add Olive Oil, Add Pizza Sauce, Add Cheddar Cheese:0.55, Add Bacon Bits:1.50, Add Jalapeños, Add White BBQ Sauce:0.65",
Veggie Pizza,Newks Eatery,All Day,Pizzas,"Vegitarian - Portabella mushrooms, red and yellow bell peppers, Roma tomatoes, artichoke hearts, red onion, goat cheese and mozzarella over basil pesto sauce. Garnished with fresh basil.",9.29,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Extra Mozzarella Cheese:1.00, Extra Diced Tomatoes:0.55, Extra Pesto:0.75, Extra Yellow Bellpepper:0.59, Extra Red Onion, Extra Red Bellpepper:0.59, Extra Mushrooms:2.09, Extra Goat Cheese:0.55, Extra Artichokes:0.59, Extra Basil, Add Grilled Chicken:3.59, Add Parmesan Cheese, Add Crumbled Sausage:1.00, Add Pepperoni:1.00, Add Provolone Cheese:0.59, Add Ham Diced:1.00, Add Chili Oil, Add Cilantro, Add Broiled Shrimp:6.00, Add BBQ Sauce:0.59, Add Gouda Cheese:0.59, Add Sun Dried Tomatos:0.55, Add Feta Cheese:0.55, Add Capicola:2.59, Add Crushed Chili Pepper, Add Olives:0.55, Add Olive Oil, Add Pizza Sauce, Add Cheddar Cheese:0.55, Add Bacon Bits:1.50, Add Jalapeños, Add White BBQ Sauce:0.65",
Ahi Tuna,Newks Eatery,All Day,Salads,"Seared, sushi-grade Ahi tuna, mixed greens, carrots,cucumbers, grape tomatoes, radishes and wonton strips. Served with ginger wasabi dressing on the side.",13.59,Active,"Activate, Deactivate, Feature, Edit",0,,,"Default-Ginger Wasabi, Balsamic Vinaigrette, Blue Cheese, Caesar Dressing, Fat Free Ranch, Greek Dressing, Honey Mustard, Lemon Vinaigrette, No Dressing, Ranch, Raspberry Vinaigrette, Remoulade Dressing, Sherry Vinaigrette",,,"Extra Ahi Tuna:6.59, Extra Carrots:0.35, Extra Cucumbers:0.55, Extra Sliced Radish, Extra Tomato:0.55, Extra Wonton Strips, Add Artichokes:0.55, Add Arugula, Add Avocad:1.09, Add Bacon:1.50, Add Broiled Shrimp:6.59, Add Cheddar Cheese:0.35, Add Cranberries:0.59, Add Croutons, Add Eggs:0.55, Add Feta Cheese:0.59, Add Gorgonzola Cheese:0.59, Add Grapes:0.59, Add Green Onions, Add Grilled Chicken:3.59, Add Grilled Salmon:6.59, Add Grilled Steak:3.59, Add Ham Diced:1.00, Add Mushrooms:2.09, Add Olives:0.55, Add Parmesan Cheese, Add Turkey Diced:1.00, Add Red Onion, Add Toasted Pecans:1.00, Extra Balsamic Vinaigrette:0.59, Extra Blue Cheese:0.59, Extra Caesar Dressing:0.59, Extra Fat Free Ranch:0.59, Extra Ginger Wasabi:0.59, Extra Greek Dressing:0.59, Extra Honey Mustard:0.59, Extra Lemon Vinaigrette:0.59, Extra Ranch:0.59, Extra Raspberry Vinaigrette:0.59, Extra Remoulade Dressing:0.59, Extra Sherry Vinaigrette:0.50",
Chef,Newks Eatery,All Day,Salads,"Smoked ham, oven-roasted turkey, mixed greens, grape tomatoes, cucumbers, cheddar cheese and croutons. Served with your choice of dressing on the side.",8.49,Active,"Activate, Deactivate, Feature, Edit",0,,,"Balsamic Vinaigrette, Blue Cheese, Caesar Dressing, Fat Free Ranch, Ginger Wasabi, Greek Dressing, Honey Mustard, Lemon Vinaigrette, No Dressing, Ranch, Raspberry Vinaigrette, Remoulade Dressing, Sherry Vinaigrette",,,"Extra Ham Diced:1.00, Extra Turkey Diced:1.00, Extra Cucumbers:0.55, Extra Croutons, Extra Cheddar Cheese:0.59, Add Ahi Tuna:6.59, Add Artichokes:0.55, Add Arugula, Add Avocado:1.09, Add Bacon:1.50, Add Broiled Shrimp:6.59, Add Carrots:0.35, Add Cranberries:0.59, Add Eggs:0.55, Add Feta Cheese:0.59, Add Gorgonzola Cheese:0.59, Add Grapes:0.59, Add Green Onions, Add Grilled Chicken:3.59, Add Grilled Salmon:6.59, Add Grilled Steak:3.59, Add Mushrooms:2.09, Add Olives:0.55, Add Parmesan Cheese, Add Red Onion, Add Sliced Radish, Add Toasted Pecans:1.00, Add Tomato:0.55, Add Wonton StripsExtra Balsamic Vinaigrette:0.59, Extra Blue Cheese:0.59, Extra Caesar Dressing:0.59, Extra Fat Free Ranch:0.59, Extra Ginger Wasabi:0.59, Extra Greek Dressing:0.59, Extra Honey Mustard:0.59, Extra Lemon Vinaigrette:0.59, Extra Ranch:0.59, Extra Raspberry Vinaigrette:0.59, Extra Remoulade Dressing:0.59, Extra Sherry Vinaigrette:0.58",
